interview_data
year,ccode,coicop_1,spending_group,age_group,exp_nominal,coicop_1_label
2024,KEN,2,"[80,120)","[30,45)",55569678.42950267,Alcohol
2024,KEN,2,"[80,120)","[45,65)",23609969.100336988,Alcohol
2024,KEN,3,"[0,12)",65+,21786346.329689972,Clothing
2024,KEN,3,"[0,12)","[00,15)",790301097.1909107,Clothing
2024,KEN,3,"[0,12)","[15,30)",557985451.807171,Clothing
2024,KEN,3,"[0,12)","[30,45)",273197678.51461524,Clothing
2024,KEN,3,"[0,12)","[45,65)",113148192.31210876,Clothing
2024,KEN,3,"[12,40)",65+,18422163.88745171,Clothing
2024,KEN,3,"[12,40)","[00,15)",856108571.9224892,Clothing
2024,KEN,3,"[12,40)","[15,30)",961703677.1112872,Clothing
2024,KEN,3,"[12,40)","[30,45)",570977536.6789769,Clothing
2024,KEN,3,"[12,40)","[45,65)",171470651.20474812,Clothing
2024,KEN,3,"[120,Inf]",65+,9172696.427681487,Clothing
2024,KEN,3,"[120,Inf]","[00,15)",166203239.59611592,Clothing
2024,KEN,3,"[120,Inf]","[15,30)",251964907.2401363,Clothing
2024,KEN,3,"[120,Inf]","[30,45)",193814646.38040072,Clothing
2024,KEN,3,"[120,Inf]","[45,65)",62912955.76987271,Clothing
2024,KEN,3,"[40,80)",65+,12485575.561178807,Clothing
2024,KEN,3,"[40,80)","[00,15)",221581364.56217104,Clothing
2024,KEN,3,"[40,80)","[15,30)",399943993.10279757,Clothing
2024,KEN,3,"[40,80)","[30,45)",305282728.527511,Clothing
2024,KEN,3,"[40,80)","[45,65)",81209778.76522687,Clothing
2024,KEN,3,"[80,120)",65+,4694938.618241148,Clothing
2024,KEN,3,"[80,120)","[00,15)",92129865.35101454,Clothing
2024,KEN,3,"[80,120)","[15,30)",144891283.5147067,Clothing
2024,KEN,3,"[80,120)","[30,45)",109936028.71604212,Clothing
2024,KEN,3,"[80,120)","[45,65)",35166004.51608647,Clothing
2024,KEN,4,"[0,12)",65+,117944409.64479983,Housing
2024,KEN,4,"[0,12)","[00,15)",676727698.4808334,Housing
2024,KEN,4,"[0,12)","[15,30)",596238179.9821332,Housing
2024,KEN,4,"[0,12)","[30,45)",429384765.1244815,Housing
2024,KEN,4,"[0,12)","[45,65)",311359854.35030985,Housing
2024,KEN,4,"[12,40)",65+,194492541.21743572,Housing
2024,KEN,4,"[12,40)","[00,15)",991093692.4593023,Housing
2024,KEN,4,"[12,40)","[15,30)",1315173831.840735,Housing
2024,KEN,4,"[12,40)","[30,45)",1118162490.7833767,Housing
2024,KEN,4,"[12,40)","[45,65)",832217117.255152,Housing
2024,KEN,4,"[120,Inf]",65+,149761688.716373,Housing
2024,KEN,4,"[120,Inf]","[00,15)",764730517.8123149,Housing
2024,KEN,4,"[120,Inf]","[15,30)",1169068259.572961,Housing
2024,KEN,4,"[120,Inf]","[30,45)",1058697924.9285864,Housing
2024,KEN,4,"[120,Inf]","[45,65)",662824756.2412493,Housing
2024,KEN,4,"[40,80)",65+,135076063.73201793,Housing
2024,KEN,4,"[40,80)","[00,15)",574549556.6806155,Housing
2024,KEN,4,"[40,80)","[15,30)",950626856.7127343,Housing
2024,KEN,4,"[40,80)","[30,45)",942572815.9247217,Housing
2024,KEN,4,"[40,80)","[45,65)",637896629.1354194,Housing
2024,KEN,4,"[80,120)",65+,77236795.56466468,Housing
2024,KEN,4,"[80,120)","[00,15)",386866854.33298707,Housing
2024,KEN,4,"[80,120)","[15,30)",616034011.2610502,Housing
2024,KEN,4,"[80,120)","[30,45)",571670892.4673387,Housing
2024,KEN,4,"[80,120)","[45,65)",360552435.07620376,Housing
2024,KEN,5,"[0,12)",65+,31029629.785867102,Furnishings
2024,KEN,5,"[0,12)","[00,15)",527492537.01862085,Furnishings
2024,KEN,5,"[0,12)","[15,30)",401643374.65804774,Furnishings
2024,KEN,5,"[0,12)","[30,45)",258241821.36825687,Furnishings
2024,KEN,5,"[0,12)","[45,65)",138570702.29661283,Furnishings
2024,KEN,5,"[12,40)",65+,31620165.454873245,Furnishings
2024,KEN,5,"[12,40)","[00,15)",449374024.68675625,Furnishings
2024,KEN,5,"[12,40)","[15,30)",488178337.23010576,Furnishings
2024,KEN,5,"[12,40)","[30,45)",361190440.0460639,Furnishings
2024,KEN,5,"[12,40)","[45,65)",195097360.89035445,Furnishings
2024,KEN,5,"[120,Inf]",65+,22591399.591711342,Furnishings
2024,KEN,5,"[120,Inf]","[00,15)",218587249.5311068,Furnishings
2024,KEN,5,"[120,Inf]","[15,30)",316985530.0405927,Furnishings
2024,KEN,5,"[120,Inf]","[30,45)",276917061.1857631,Furnishings
2024,KEN,5,"[120,Inf]","[45,65)",135870972.13202178,Furnishings
2024,KEN,5,"[40,80)",65+,24117035.413429037,Furnishings
2024,KEN,5,"[40,80)","[00,15)",182424745.2786713,Furnishings
2024,KEN,5,"[40,80)","[15,30)",274836233.13443476,Furnishings
2024,KEN,5,"[40,80)","[30,45)",245013486.15766498,Furnishings
2024,KEN,5,"[40,80)","[45,65)",130874571.22664328,Furnishings
2024,KEN,5,"[80,120)",65+,13858626.953918505,Furnishings
2024,KEN,5,"[80,120)","[00,15)",101430143.30121244,Furnishings
2024,KEN,5,"[80,120)","[15,30)",177912850.63626206,Furnishings
2024,KEN,5,"[80,120)","[30,45)",140380963.4258199,Furnishings
2024,KEN,5,"[80,120)","[45,65)",71055877.75629966,Furnishings
2024,KEN,6,"[0,12)",65+,44373662.19021132,Health
2024,KEN,6,"[0,12)","[00,15)",229730209.50492513,Health
2024,KEN,6,"[0,12)","[15,30)",182544136.61987767,Health
2024,KEN,6,"[0,12)","[30,45)",130087102.67924057,Health
2024,KEN,6,"[0,12)","[45,65)",109801639.4821631,Health
2024,KEN,6,"[12,40)",65+,42205023.536079414,Health
2024,KEN,6,"[12,40)","[00,15)",217202124.44219038,Health
2024,KEN,6,"[12,40)","[15,30)",271382987.2076515,Health
2024,KEN,6,"[12,40)","[30,45)",214733007.20742828,Health
2024,KEN,6,"[12,40)","[45,65)",160424549.3006633,Health
2024,KEN,6,"[120,Inf]",65+,25788203.555478167,Health
2024,KEN,6,"[120,Inf]","[00,15)",94771957.9911123,Health
2024,KEN,6,"[120,Inf]","[15,30)",132136266.78757031,Health
2024,KEN,6,"[120,Inf]","[30,45)",104180471.58971423,Health
2024,KEN,6,"[120,Inf]","[45,65)",93156726.9849344,Health
2024,KEN,6,"[40,80)",65+,24303435.70158331,Health
2024,KEN,6,"[40,80)","[00,15)",71279738.4208836,Health
2024,KEN,6,"[40,80)","[15,30)",143352272.5993773,Health
2024,KEN,6,"[40,80)","[30,45)",122614194.61531387,Health
2024,KEN,6,"[40,80)","[45,65)",86134809.60020575,Health
2024,KEN,6,"[80,120)",65+,11816361.41785659,Health
2024,KEN,6,"[80,120)","[00,15)",43262601.92822419,Health
2024,KEN,6,"[80,120)","[15,30)",66462931.94827264,Health
2024,KEN,6,"[80,120)","[30,45)",61360098.4042341,Health
2024,KEN,6,"[80,120)","[45,65)",51692063.643050216,Health
2024,KEN,7,"[0,12)",65+,30160566.922078334,Transport
2024,KEN,7,"[0,12)","[00,15)",357390403.1758093,Transport
2024,KEN,7,"[0,12)","[15,30)",353647353.4876856,Transport
2024,KEN,7,"[0,12)","[30,45)",258621303.68238276,Transport
2024,KEN,7,"[0,12)","[45,65)",156505350.30915153,Transport
2024,KEN,7,"[12,40)",65+,40136911.57502419,Transport
2024,KEN,7,"[12,40)","[00,15)",657799331.2838942,Transport
2024,KEN,7,"[12,40)","[15,30)",833302714.4650877,Transport
2024,KEN,7,"[12,40)","[30,45)",597432599.3023778,Transport
2024,KEN,7,"[12,40)","[45,65)",293297670.2612456,Transport
2024,KEN,7,"[120,Inf]",65+,33860111.16459744,Transport
2024,KEN,7,"[120,Inf]","[00,15)",386282844.688444,Transport
2024,KEN,7,"[120,Inf]","[15,30)",641159196.2737631,Transport
2024,KEN,7,"[120,Inf]","[30,45)",517015567.3385506,Transport
2024,KEN,7,"[120,Inf]","[45,65)",277145347.701829,Transport
2024,KEN,7,"[40,80)",65+,41207623.194660805,Transport
2024,KEN,7,"[40,80)","[00,15)",375345176.1942089,Transport
2024,KEN,7,"[40,80)","[15,30)",601928769.8441806,Transport
2024,KEN,7,"[40,80)","[30,45)",532263099.4401894,Transport
2024,KEN,7,"[40,80)","[45,65)",296970054.6584703,Transport
2024,KEN,7,"[80,120)",65+,25015950.43167127,Transport
2024,KEN,7,"[80,120)","[00,15)",208552986.5396184,Transport
2024,KEN,7,"[80,120)","[15,30)",352142273.254248,Transport
2024,KEN,7,"[80,120)","[30,45)",308099095.9626465,Transport
2024,KEN,7,"[80,120)","[45,65)",149292215.4598295,Transport
2024,KEN,8,"[0,12)",65+,21217200.20560482,Comms
2024,KEN,8,"[0,12)","[00,15)",187591724.3744265,Comms
2024,KEN,8,"[0,12)","[15,30)",258893553.45669448,Comms
2024,KEN,8,"[0,12)","[30,45)",173290420.4179406,Comms
2024,KEN,8,"[0,12)","[45,65)",84061734.51498975,Comms
2024,KEN,8,"[12,40)",65+,29909516.729090974,Comms
2024,KEN,8,"[12,40)","[00,15)",267212216.97708088,Comms
2024,KEN,8,"[12,40)","[15,30)",456625859.36698645,Comms
2024,KEN,8,"[12,40)","[30,45)",333575984.4812639,Comms
2024,KEN,8,"[12,40)","[45,65)",166853512.6936967,Comms
2024,KEN,8,"[120,Inf]",65+,6587581.103909084,Comms
2024,KEN,8,"[120,Inf]","[00,15)",67365719.38676874,Comms
2024,KEN,8,"[120,Inf]","[15,30)",101476639.17084642,Comms
2024,KEN,8,"[120,Inf]","[30,45)",85415325.65596585,Comms
2024,KEN,8,"[120,Inf]","[45,65)",46789112.01659454,Comms
2024,KEN,8,"[40,80)",65+,13749028.725713706,Comms
2024,KEN,8,"[40,80)","[00,15)",103205268.94459546,Comms
2024,KEN,8,"[40,80)","[15,30)",207177875.00068295,Comms
2024,KEN,8,"[40,80)","[30,45)",171865511.6796136,Comms
2024,KEN,8,"[40,80)","[45,65)",85277529.12399568,Comms
2024,KEN,8,"[80,120)",65+,4578777.572499648,Comms
2024,KEN,8,"[80,120)","[00,15)",49555110.87585696,Comms
2024,KEN,8,"[80,120)","[15,30)",98212480.53278977,Comms
2024,KEN,8,"[80,120)","[30,45)",81787263.75054273,Comms
2024,KEN,8,"[80,120)","[45,65)",37057842.856633596,Comms
2024,KEN,9,"[0,12)",65+,4073531.294363406,Recreation
2024,KEN,9,"[0,12)","[00,15)",65829044.34007612,Recreation
2024,KEN,9,"[0,12)","[15,30)",49419024.24618491,Recreation
2024,KEN,9,"[0,12)","[30,45)",29554708.925332095,Recreation
2024,KEN,9,"[0,12)","[45,65)",15400646.13243203,Recreation
2024,KEN,9,"[12,40)",65+,27146585.96552797,Recreation
2024,KEN,9,"[12,40)","[00,15)",195420571.87709594,Recreation
2024,KEN,9,"[12,40)","[15,30)",245291676.1580587,Recreation
2024,KEN,9,"[12,40)","[30,45)",170933463.3530359,Recreation
2024,KEN,9,"[12,40)","[45,65)",84600490.57796429,Recreation
2024,KEN,9,"[120,Inf]",65+,8128984.676321032,Recreation
2024,KEN,9,"[120,Inf]","[00,15)",83352563.06521092,Recreation
2024,KEN,9,"[120,Inf]","[15,30)",133558687.35750338,Recreation
2024,KEN,9,"[120,Inf]","[30,45)",109286928.91007677,Recreation
2024,KEN,9,"[120,Inf]","[45,65)",57924408.637073636,Recreation
2024,KEN,9,"[40,80)",65+,8849557.87216253,Recreation
2024,KEN,9,"[40,80)","[00,15)",95029709.80173266,Recreation
2024,KEN,9,"[40,80)","[15,30)",162033736.66816,Recreation
2024,KEN,9,"[40,80)","[30,45)",143752743.94712326,Recreation
2024,KEN,9,"[40,80)","[45,65)",65658542.75856714,Recreation
2024,KEN,9,"[80,120)",65+,4750509.934325901,Recreation
2024,KEN,9,"[80,120)","[00,15)",45793592.99075956,Recreation
2024,KEN,9,"[80,120)","[15,30)",75701914.13592754,Recreation
2024,KEN,9,"[80,120)","[30,45)",66031530.95089849,Recreation
2024,KEN,9,"[80,120)","[45,65)",34194717.20804472,Recreation
2024,KEN,10,"[0,12)",65+,1378134.0428963983,Education
2024,KEN,10,"[0,12)","[00,15)",42868090.260944016,Education
2024,KEN,10,"[0,12)","[15,30)",32918330.366069607,Education
2024,KEN,10,"[0,12)","[30,45)",12998162.742142435,Education
2024,KEN,10,"[0,12)","[45,65)",4895350.907507624,Education
2024,KEN,10,"[12,40)",65+,1883356.166470786,Education
2024,KEN,10,"[12,40)","[00,15)",371076124.9912002,Education
2024,KEN,10,"[12,40)","[15,30)",404197563.7170165,Education
2024,KEN,10,"[12,40)","[30,45)",180814208.37928534,Education
2024,KEN,10,"[12,40)","[45,65)",38996658.089226246,Education
2024,KEN,10,"[120,Inf]",65+,3007102.8489912073,Education
2024,KEN,10,"[120,Inf]","[00,15)",121746141.8121068,Education
2024,KEN,10,"[120,Inf]","[15,30)",289292217.87591946,Education
2024,KEN,10,"[120,Inf]","[30,45)",179262204.58374688,Education
2024,KEN,10,"[120,Inf]","[45,65)",51986483.178192474,Education
2024,KEN,10,"[40,80)",65+,2178069.076836663,Education
2024,KEN,10,"[40,80)","[00,15)",147893187.99887952,Education
2024,KEN,10,"[40,80)","[15,30)",377119884.5338166,Education
2024,KEN,10,"[40,80)","[30,45)",206057852.06239277,Education
2024,KEN,10,"[40,80)","[45,65)",36697279.871271096,Education
2024,KEN,10,"[80,120)",65+,1626811.7453930818,Education
2024,KEN,10,"[80,120)","[00,15)",78897994.13824417,Education
2024,KEN,10,"[80,120)","[15,30)",110388771.58544117,Education
2024,KEN,10,"[80,120)","[30,45)",79031039.50467756,Education
2024,KEN,10,"[80,120)","[45,65)",27405910.68500032,Education
2024,KEN,11,"[0,12)",65+,22028433.724694476,Restaurants
2024,KEN,11,"[0,12)","[00,15)",250381243.2800852,Restaurants
2024,KEN,11,"[0,12)","[15,30)",255277644.93594205,Restaurants
2024,KEN,11,"[0,12)","[30,45)",186549025.28882506,Restaurants
2024,KEN,11,"[0,12)","[45,65)",95783004.99200715,Restaurants
2024,KEN,11,"[12,40)",65+,25660921.06686133,Restaurants
2024,KEN,11,"[12,40)","[00,15)",409368860.3241446,Restaurants
2024,KEN,11,"[12,40)","[15,30)",464632237.7955769,Restaurants
2024,KEN,11,"[12,40)","[30,45)",404799696.4432677,Restaurants
2024,KEN,11,"[12,40)","[45,65)",142210698.28568295,Restaurants
2024,KEN,11,"[120,Inf]",65+,10637648.882556178,Restaurants
2024,KEN,11,"[120,Inf]","[00,15)",84119051.33471823,Restaurants
2024,KEN,11,"[120,Inf]","[15,30)",166646411.74370277,Restaurants
2024,KEN,11,"[120,Inf]","[30,45)",141712864.4891469,Restaurants
2024,KEN,11,"[120,Inf]","[45,65)",60077851.12705498,Restaurants
2024,KEN,11,"[40,80)",65+,17113216.042920128,Restaurants
2024,KEN,11,"[40,80)","[00,15)",190465024.13128394,Restaurants
2024,KEN,11,"[40,80)","[15,30)",302014662.2293182,Restaurants
2024,KEN,11,"[40,80)","[30,45)",297747321.97990143,Restaurants
2024,KEN,11,"[40,80)","[45,65)",102238469.82130924,Restaurants
2024,KEN,11,"[80,120)",65+,7515600.912499117,Restaurants
2024,KEN,11,"[80,120)","[00,15)",105287781.33428727,Restaurants
2024,KEN,11,"[80,120)","[15,30)",158755136.53939575,Restaurants
2024,KEN,11,"[80,120)","[30,45)",144970409.7813872,Restaurants
2024,KEN,11,"[80,120)","[45,65)",48433397.63465847,Restaurants
2024,KEN,12,"[0,12)",65+,14583625.686803132,Misc
2024,KEN,12,"[0,12)","[00,15)",263990282.4794333,Misc
2024,KEN,12,"[0,12)","[15,30)",160168435.06125617,Misc
2024,KEN,12,"[0,12)","[30,45)",114899932.01216191,Misc
2024,KEN,12,"[0,12)","[45,65)",64732035.54928017,Misc
2024,KEN,12,"[12,40)",65+,22260801.60323504,Misc
2024,KEN,12,"[12,40)","[00,15)",230118184.2059633,Misc
2024,KEN,12,"[12,40)","[15,30)",290138418.3270646,Misc
2024,KEN,12,"[12,40)","[30,45)",216952417.82430413,Misc
2024,KEN,12,"[12,40)","[45,65)",111964080.39209855,Misc
2024,KEN,12,"[120,Inf]",65+,16101854.131496415,Misc
2024,KEN,12,"[120,Inf]","[00,15)",156170159.2296805,Misc
2024,KEN,12,"[120,Inf]","[15,30)",237444267.53883582,Misc
2024,KEN,12,"[120,Inf]","[30,45)",357223730.8397214,Misc
2024,KEN,12,"[120,Inf]","[45,65)",104743248.08902076,Misc
2024,KEN,12,"[40,80)",65+,18347188.99021183,Misc
2024,KEN,12,"[40,80)","[00,15)",154783940.56662944,Misc
2024,KEN,12,"[40,80)","[15,30)",220662912.16804168,Misc
2024,KEN,12,"[40,80)","[30,45)",199350290.29447526,Misc
2024,KEN,12,"[40,80)","[45,65)",109163524.3410731,Misc
2024,KEN,12,"[80,120)",65+,7670942.816497837,Misc
2024,KEN,12,"[80,120)","[00,15)",84449637.86290848,Misc
2024,KEN,12,"[80,120)","[15,30)",125418082.04393274,Misc
2024,KEN,12,"[80,120)","[30,45)",108371405.21908136,Misc
2024,KEN,12,"[80,120)","[45,65)",56444594.25502978,Misc
2024,ZAF,1,"[0,12)",65+,717317105.3394837,Food
2024,ZAF,1,"[0,12)","[00,15)",4727306681.314749,Food
2024,ZAF,1,"[0,12)","[15,30)",3503421407.5335245,Food
2024,ZAF,1,"[0,12)","[30,45)",2771714646.03566,Food
2024,ZAF,1,"[0,12)","[45,65)",1967043412.449053,Food
2024,ZAF,1,"[12,40)",65+,532194160.02424866,Food
2024,ZAF,1,"[12,40)","[00,15)",2386020573.575009,Food
2024,ZAF,1,"[12,40)","[15,30)",2116623668.2585733,Food
2024,ZAF,1,"[12,40)","[30,45)",2435426163.416581,Food
2024,ZAF,1,"[12,40)","[45,65)",1628921344.9692347,Food
2024,ZAF,1,"[120,Inf]",65+,1276617208.9933805,Food
2024,ZAF,1,"[120,Inf]","[00,15)",1725966120.8445544,Food
2024,ZAF,1,"[120,Inf]","[15,30)",1704489014.461624,Food
2024,ZAF,1,"[120,Inf]","[30,45)",2493642949.734998,Food
2024,ZAF,1,"[120,Inf]","[45,65)",2848950774.338796,Food
2024,ZAF,1,"[40,80)",65+,362831176.7823912,Food
2024,ZAF,1,"[40,80)","[00,15)",1193406492.996872,Food
2024,ZAF,1,"[40,80)","[15,30)",1079887442.5647352,Food
2024,ZAF,1,"[40,80)","[30,45)",1400298096.344543,Food
2024,ZAF,1,"[40,80)","[45,65)",1004888381.5745493,Food
2024,ZAF,1,"[80,120)",65+,415816540.01540554,Food
2024,ZAF,1,"[80,120)","[00,15)",1145146369.533322,Food
2024,ZAF,1,"[80,120)","[15,30)",1016549955.9188007,Food
2024,ZAF,1,"[80,120)","[30,45)",1380235551.8739698,Food
2024,ZAF,1,"[80,120)","[45,65)",1166316956.954741,Food
2024,ZAF,2,"[0,12)",65+,83482427.68311386,Alcohol
2024,ZAF,2,"[0,12)","[00,15)",70429.5647135201,Alcohol
2024,ZAF,2,"[0,12)","[15,30)",376989370.4478563,Alcohol
2024,ZAF,2,"[0,12)","[30,45)",368383150.44072175,Alcohol
2024,ZAF,2,"[0,12)","[45,65)",272537293.8287909,Alcohol
2024,ZAF,2,"[12,40)",65+,218806363.23966345,Alcohol
2024,ZAF,2,"[12,40)","[00,15)",87444.92038638485,Alcohol
2024,ZAF,2,"[12,40)","[15,30)",886842815.8156935,Alcohol
2024,ZAF,2,"[12,40)","[30,45)",1073522645.2495741,Alcohol
2024,ZAF,2,"[12,40)","[45,65)",757049669.1121109,Alcohol
2024,ZAF,2,"[120,Inf]",65+,782781310.2791369,Alcohol
2024,ZAF,2,"[120,Inf]","[00,15)",104638.01192487712,Alcohol
2024,ZAF,2,"[120,Inf]","[15,30)",896421642.1323476,Alcohol
2024,ZAF,2,"[120,Inf]","[30,45)",1465477530.0768023,Alcohol
2024,ZAF,2,"[120,Inf]","[45,65)",1724155501.0185804,Alcohol
2024,ZAF,2,"[40,80)",65+,260517585.76174363,Alcohol
2024,ZAF,2,"[40,80)","[00,15)",56753.466123118546,Alcohol
2024,ZAF,2,"[40,80)","[15,30)",739038626.2847891,Alcohol
2024,ZAF,2,"[40,80)","[30,45)",1082893103.092574,Alcohol
2024,ZAF,2,"[40,80)","[45,65)",844667232.6044228,Alcohol
2024,ZAF,2,"[80,120)",65+,263290187.80769497,Alcohol
2024,ZAF,2,"[80,120)","[00,15)",39117.389471604896,Alcohol
2024,ZAF,2,"[80,120)","[15,30)",535410733.4974754,Alcohol
2024,ZAF,2,"[80,120)","[30,45)",764564638.9706888,Alcohol
2024,ZAF,2,"[80,120)","[45,65)",714713224.3628078,Alcohol
2024,ZAF,3,"[0,12)",65+,39759529.5440506,Clothing
2024,ZAF,3,"[0,12)","[00,15)",256234041.66366953,Clothing
2024,ZAF,3,"[0,12)","[15,30)",219530726.6676962,Clothing
2024,ZAF,3,"[0,12)","[30,45)",187295042.57928735,Clothing
2024,ZAF,3,"[0,12)","[45,65)",117887521.2693037,Clothing
2024,ZAF,3,"[12,40)",65+,98388105.86105156,Clothing
2024,ZAF,3,"[12,40)","[00,15)",411462124.03720564,Clothing
2024,ZAF,3,"[12,40)","[15,30)",416752880.78733546,Clothing
2024,ZAF,3,"[12,40)","[30,45)",474394542.58139527,Clothing
2024,ZAF,3,"[12,40)","[45,65)",303067044.8088604,Clothing
2024,ZAF,3,"[120,Inf]",65+,491639660.551816,Clothing
2024,ZAF,3,"[120,Inf]","[00,15)",611722205.0864627,Clothing
2024,ZAF,3,"[120,Inf]","[15,30)",645235982.0089985,Clothing
2024,ZAF,3,"[120,Inf]","[30,45)",979195835.2904367,Clothing
2024,ZAF,3,"[120,Inf]","[45,65)",1061072107.7682949,Clothing
2024,ZAF,3,"[40,80)",65+,133296525.4524652,Clothing
2024,ZAF,3,"[40,80)","[00,15)",381760912.9618639,Clothing
2024,ZAF,3,"[40,80)","[15,30)",400927274.9397848,Clothing
2024,ZAF,3,"[40,80)","[30,45)",545289911.6978288,Clothing
2024,ZAF,3,"[40,80)","[45,65)",396833086.58906823,Clothing
2024,ZAF,3,"[80,120)",65+,137355028.0325415,Clothing
2024,ZAF,3,"[80,120)","[00,15)",267373499.6608904,Clothing
2024,ZAF,3,"[80,120)","[15,30)",292290657.0439935,Clothing
2024,ZAF,3,"[80,120)","[30,45)",410313854.70506114,Clothing
2024,ZAF,3,"[80,120)","[45,65)",361864373.2347997,Clothing
2024,ZAF,4,"[0,12)",65+,453623163.0579611,Housing
2024,ZAF,4,"[0,12)","[00,15)",1190623779.8552513,Housing
2024,ZAF,4,"[0,12)","[15,30)",1391035134.2113118,Housing
2024,ZAF,4,"[0,12)","[30,45)",1347588005.9111648,Housing
2024,ZAF,4,"[0,12)","[45,65)",1051211243.0886467,Housing
2024,ZAF,4,"[12,40)",65+,910505153.0921234,Housing
2024,ZAF,4,"[12,40)","[00,15)",1701204641.0628293,Housing
2024,ZAF,4,"[12,40)","[15,30)",2131599921.6548572,Housing
2024,ZAF,4,"[12,40)","[30,45)",2819527696.437633,Housing
2024,ZAF,4,"[12,40)","[45,65)",2205255153.2350483,Housing
2024,ZAF,4,"[120,Inf]",65+,5275611773.636769,Housing
2024,ZAF,4,"[120,Inf]","[00,15)",4511710480.457569,Housing
2024,ZAF,4,"[120,Inf]","[15,30)",5095569655.178628,Housing
2024,ZAF,4,"[120,Inf]","[30,45)",8483073776.662811,Housing
2024,ZAF,4,"[120,Inf]","[45,65)",10512384475.480017,Housing
2024,ZAF,4,"[40,80)",65+,813878139.3601044,Housing
2024,ZAF,4,"[40,80)","[00,15)",1180625522.2045083,Housing
2024,ZAF,4,"[40,80)","[15,30)",1525457682.4831414,Housing
2024,ZAF,4,"[40,80)","[30,45)",2251098957.6534686,Housing
2024,ZAF,4,"[40,80)","[45,65)",2039012366.074882,Housing
2024,ZAF,4,"[80,120)",65+,764239800.4916096,Housing
2024,ZAF,4,"[80,120)","[00,15)",868349482.7443312,Housing
2024,ZAF,4,"[80,120)","[15,30)",1142130117.9373362,Housing
2024,ZAF,4,"[80,120)","[30,45)",1728408906.320002,Housing
2024,ZAF,4,"[80,120)","[45,65)",1727600232.3254304,Housing
2024,ZAF,5,"[0,12)",65+,68558912.52963938,Furnishings
2024,ZAF,5,"[0,12)","[00,15)",469744648.20170707,Furnishings
